cntry_code,mso_name,mso_name_cn
HK,KING ON INTERNATIONAL TRADING LIMITED TRADING AS CHINA &#38; HK RENMINBI EXCHANGE,健安國際貿易有限公司 營業名稱 滙通中港人民幣找換行
HK,KINGDOM HARVEST INC LIMITED TRADING AS WEMIT,御禾有限公司
HK,KME REMITTANCE LIMITED,
HK,KO CHI CHUEN TRADING AS TEIN SHUN EXCHANGE,高志全 營業名稱 天信人民幣找換行
HK,KONG CITY RMB EXCHANGE LIMITED,港城人民幣找換有限公司
HK,KONG FUNG CENTURY LIMITED TRADING AS HENG ON EXCHANGE,港豐世紀有限公司 營業名稱 恒安找換
HK,KONG FUNG RMB (FOREIGN) EXCHANGE LIMITED TRADING AS GLORY SILVER EXCHANGE,港豐人民幣(外幣)找換有限公司 營業名稱 富銀找換
HK,KONG FUNG RMB EXCHANGE REMITTANCE LIMITED TRADING AS XIN BAO EXCHANGE REMIT,港豐人民幣找換匯款有限公司 營業名稱 信保找換匯款
HK,KONG FUNG TRADE LIMITED TRADING AS DAI SHUN EXCHANGE,港豐商貿有限公司 營業名稱 大順找換
HK,KONG FUNG TRADING HOLDINGS LIMITED TRADING AS GLORY SILVER EXCHANGE REMIT,港豐貿易控股有限公司 營業名稱 富銀找換匯款
HK,KONG HING HOLDING LIMITED,港興控股有限公司 營業名稱 港興
HK,"KONG TUNG TRADE INTERNATIONAL CO., LIMITED TRADING AS BULLION EXPRESS EXCHANGE",港通貿易國際有限公司 營業名稱 銀通找換
HK,KOO WING PO TRADING AS WAH HING MONEY EXCHANGE,顧詠寶 營業名稱 華興找換匯款
HK,KS ASIA HOLDINGS LIMITED,金盛亞洲控股有限公司
HK,"KSHER (HONG KONG) CO., LIMITED",
HK,KUAISHOU (HONGKONG) INFORMATION TECHNOLOGY LIMITED,快收 (香港) 信息技術有限公司
HK,KUAN INC LIMITED,快款科技有限公司
HK,KUSNUL-KOTIMAH TRADING AS TOKO ASIA STATION,亞洲站
HK,KVB TRADING (HONG KONG) LIMITED,昆侖國際貿易(香港)有限公司
HK,KWAN HUI (ASIA) CO. LIMITED,鈞匯(亞洲)有限公司
HK,KWOK HAK MUI TRADING AS COM PO REMINBI EXCHANGE,郭克妹 營業名稱 金宝人民幣找換店
HK,KWOK HING EXCHANGE AND REMITTANCE CO LIMITED,國興找換匯款有限公司
HK,KWOK HING INVESTMENT MANAGEMENT LIMITED TRADING AS KWOK HING RMB EXCHANGE SHOP,國興投資管理有限公司 營業名稱 國興人民幣找換行
HK,KWOK HOI YIN TRADING AS TOKO INDONESIA A MEI,郭海燕 營業名稱 美美印尼土產店
HK,KWOK KANG YEE TRADING AS PO YUEN FOREIGN EXCHANGE,郭鏡義 營業名稱 寶源外幣找換店
HK,KWOK MAN MAN TRADING AS TT CITY MONEY EXCHANGE,郭敏敏 營業名稱 匯城人民幣找換店
HK,KWOK SAU YING TRADING AS FU SHUN INT&#39;L DEVELOPMENT CO,郭秀英 營業名稱 富信國際發展公司
HK,KWOK WUI GROUP LIMITED,國匯集團 (中國) 有限公司
HK,KWOK YIM CHING TRADING AS INDONESIA FOOD RETAIL,郭艷青 營業名稱 南洋食品
HK,LAI HO NGAN TRADING AS TOKO INDONESIA SINAR BARU,黎浩銀 營業名稱 新光亞洲美食店
HK,LAI YUN HO TRADING AS CHUNG KONG REMINBI &#38; FOREIGN MONEY EXCHANGE CO.,賴潤浩 營業名稱 中港人民幣外幣找換
HK,"LAKALA INTERNATIONAL CO., LIMITED",拉卡拉國際有限公司
HK,LAM CHUN CHOI,林進財 營業名稱 順興人民幣找換店
HK,LAM KA LOK TRADING AS CHK EXCHANGE,林嘉樂 營業名稱 中港兑換
HK,LAM KAM DAI TRADING AS KAM YUEN R.M.B. MONEY EXCHANGE,林錦地 營業名稱 鑫源人民幣找換店
HK,LAM KING TRADING AS PRINCE ORGANIZATION PROMOTE CONSULTANT CO.,林競 營業名稱 太子企業推廣顧問公司
HK,LAM LEE LOI TRADING AS G-THREE CONSULTANTS COMPANY,林利來 營業名稱 哲生顧問公司
HK,LAM YING LUNG TRADING AS KA WAH FOREIGN CURRENCY EXCHANGE COMPANY,林映龍 營業名稱 嘉華外幣兌換公司
HK,LAM YING TONG TRADING AS HAPPING CHANGE,林映彤 營業名稱 開心找換店
HK,LAM YU HANG,林宇恒 營業名稱 新盛泉東南亞食品
HK,LAM&#39;S BROTHER FOREIGN EXCHANGE LIMITED,林氏兄弟外幣兌換有限公司
HK,LANDMARK COMMERCE (HK) LIMITED,匯恒訊飛有限公司
HK,LAU CHIN YAU,劉展休 營業名稱 億豐人民幣找換行
HK,LAU CHING CHE TRADING AS FULTON CO,劉清池 營業名稱 富東公司
HK,LAU KWOK WAH,劉國華 營業名稱 興華公司
HK,LAU SAU MEI TRADING AS CHOW HING HO RMB MONEY EXCHANGE,劉秀美 營業名稱 周興號人民幣找換店
HK,LAU SIU YUEN TRADING AS TOKO INDONESIA KIM FONG,劉小元 營業名稱 錦丰東南亞食品店
HK,LAW PING CHIU,羅炳潮 營業名稱 恒豐人民幣找換行
HK,LBC MABUHAY HONG KONG LIMITED,
HK,LEE NG TRADING AS TOKO EMPAT,李五
HK,LEE NG TRADING AS TOKO LIMA,李五
HK,LEE WAI CHI CAROL TRADING AS SAYA MART COMPANY,李惠芝
HK,LEE WING SANG TRADING AS LI AN SHENG DA REMMINBI EXCHANGE,李榮生 營業名稱 連勝達人民幣找換行
HK,LEGENDARY TRADING LIMITED TRADING AS GOLDEN TREND COMPANY,廣澤貿易有限公司 營業名稱 金港匯公司
HK,LEI TAT GLOBAL (HK) LIMITED,利達環球（香港）有限公司 營業名稱 利達找換店
HK,LEUNG KWAI FAN,梁桂芬 營業名稱 志興人民幣找換行
HK,LEUNG MAN KIT TRADING AS SHING SHUN HONG EXCHANGE &#38; REMITTANCE COMPANY,梁文傑 營業名稱 誠信行人民幣找換店
HK,LEUNG NGA SZE TRADING AS CHUNG CHEE RENMINBI EXCHANGE AND REMITTANCE COMPANY,梁雅詩 營業名稱 中資人民幣找換匯款公司
HK,LEUNG WAI CHUN TRADING AS BIRDY EXCHANGE,梁維津
HK,LI CHI LOK,李梓樂 營業名稱 東升食品
HK,LI CHU,李初 營業名稱 中盛找換行
HK,LI CHUN NING TRADING AS MING FAI TELECOM,李俊寧 營業名稱 明輝電訊
HK,LI HUAQIN TRADING AS INDONESIA MAKANAN PASAR,李華琴 營業名稱 日日好印尼食品市場
HK,LI LAI FAN TRADING AS EMPEROR EXCHANGE SHOP,李麗芬 營業名稱 英皇找換店
HK,"LI MUK HING MIKE TRADING AS LI, SHIU &#38; CO",李木興
HK,LI YANGHENG,李揚恒 營業名稱 鵬偉找換店
HK,LIAN HUI DEVELOPMENT LIMITED TRADING AS LIAN HUI MONEY EXCHANGE,聯匯實業發展有限公司 營業名稱 聯滙找換
HK,LIANG HAU LING TRADING AS MURNI TOKO INDONESIA,梁巧玲 營業名稱 萬利印尼土產食品商店
HK,LIANG YEKAI TRADING AS TIANMA RMB EXCHANGE CO.,梁業凱 營業名稱 天馬人民幣找換行
HK,LIANLIAN INTERNATIONAL COMPANY LIMITED,連連國際支付有限公司
HK,LIE SIU CHUEN TRADING AS ASIA FOOD,李霄泉
HK,LILI HENNY TRADING AS WARUNG GAUL,李甜甜
HK,LIN HUI ZHI TRADING AS CHOW KEE MONEY EXCHANGE CO.,林惠枝 營業名稱 周記人民幣找換公司
HK,LING&#39;S LIMITED,齡氏有限公司
HK,LINK PASS GLOBAL LIMITED,節節通環球有限公司
HK,LINKLOGIS INTERNATIONAL COMPANY LIMITED,
HK,LITE PAY COMPANY LIMITED,利達支付有限公司
HK,LIU CHI MING,廖智明 營業名稱 元朗找換行
HK,LIU SHUN CHING TRADING AS TOKO INDONESIA MURAH,廖順正 營業名稱 永順東南亞食品
HK,LIU WAI NEI TRADING AS TOKO SANG HING LUNG INDO,廖偉彌 營業名稱 生興隆
HK,LIU YUK CHU TRADING AS YIP HING RMB EXCHANGE SHOP,廖玉珠 營業名稱 葉興人民幣找換行
HK,LO CHEUK TSUN TRADING AS CHUNG WO FOREIGN EXCHANGE CO,勞卓進 營業名稱 中和找換店
HK,LO HO YIN DANIEL TRADING AS TOKO INDONESIA ANA,盧浩賢
HK,LO LAU PING TRADING AS KAM WA MONEY EXCHANGE COMPANY,盧柳平 營業名稱 錦華人民幣(外幣)找換店
HK,LOYAL CO,永恒公司
HK,LUCKY MONEY EXCHANGE LIMITED,幸運來找換有限公司
HK,LUCKY PESO INTERNATIONAL FINANCE (HK) LIMITED,
HK,LUCKY STAR MANAGEMENT LIMITED,褔星管理有限公司
HK,LUFTHANSA AIRPLUS SERVICEKARTEN GESELLSCHAFT MIT BESCHRANKTER HAFTUNG TRADING AS AIRPLUS INTERNATIONAL,
HK,LUI CHI WAI TRADING AS WING LUNG REMINBI EXCHANGE CO.,呂志偉 營業名稱 永隆人民幣找換行
HK,LUI HIU SHAN TRADING AS COME COME SOUTHEAST ASIAN FOOD STORES,呂曉珊 營業名稱 來來東南亞食品
HK,LUK YI PUI,陸怡貝 營業名稱 俊昇人民幣找換店
HK,LULU FINANCIAL SERVICES (HONG KONG) LIMITED TRADING AS LULU MONEY,
HK,LUNG SING INVESTMENT INTERNATIONAL LIMITED TRADING AS YAU SING MONEY EXCHANGE COMPANY,隆盛投資國際有限公司 營業名稱 優盛找換匯款公司
HK,LUNG TENG HUI LIMITED,隆騰薈有限公司 營業名稱 Q找換店
HK,LUO CIHUI,羅慈惠 營業名稱 順達找換行
HK,MA MEI WA TRADING AS TOKO NO1 INDONESIA,馬美華 營業名稱 第一印尼
HK,MA TAK SHING RAYMOND TRADING AS INDO JAYA COMPANY,馬德誠
HK,MA XIUJUAN TRADING AS HONG KONG HUIKE CO.,马秀娟 營業名稱 香港滙客公司
HK,MAK PUI YING,麥佩英 營業名稱 英記找換店
HK,MAN CHEUK YIU TRADING AS SHING WUI RENMINBI EXCHANGE CO,文婥銚 營業名稱 誠滙人民幣找換店
HK,MAY CHOW RMB MONEY EXCHANGE CO,美洲人民幣找換公司
HK,MBG TRADING AND MONEY EXCHANGE LIMITED TRADING AS MBG COMPANY HONGKONG,
HK,MEGA TEAM TECHNOLOGY LIMITED,百盟科技有限公司
HK,MEI SHING EXCHANGE LIMITED,美誠找換有限公司
HK,MERCHANTS CENTURY LIMITED,招商世紀有限公司
HK,MERCURY ASIA LIMITED,
HK,MERRY WIND LIMITED TRADING AS CHUNG YING REMINBI EXCHANGE CO.,天風順有限公司 營業名稱 中英人民幣找換行
HK,METRO REMITTANCE (HONG KONG) LIMITED TRADING AS METROREMIT,大都匯款(香港)有限公司
HK,MG FOREIGN EXCHANGE LIMITED,萬兆豐國際匯業有限公司
HK,MI CHUNHUA TRADING AS FATHER TONE COMPANY,米春華 營業名稱 發達通公司
HK,MIG WORLDLINK EXPRESS LIMITED TRADING AS IME HONG KONG,
HK,MIGHTY VANTAGE LIMITED TRADING AS HING YIK SHING,大宇有限公司 營業名稱 興益成
HK,MILLIONS LUCK INTERNATIONAL LIMITED TRADING AS MILLIONS LUCK MONEY EXCHANGE,寶鼎集團國際有限公司 營業名稱 寶鼎貨幣兌換店
HK,MING SHING MONEY EXCHANGE AND REMITTANCE COMPANY,銘誠找換滙款公司
HK,MING TAT TECHNOLOGY DEVELOPMENT LIMITED TRADING AS MING TAT MONEY EXCHANGE,銘達科技開發有限公司 營業名稱 銘達貨幣兌換
HK,MINIONS MONEY EXCHANGE LIMITED,小黃人找換有限公司
HK,MOHAMMAD IBRAR TRADING AS PAK WORLDWIDE COMPANY,簡志華
HK,MOHAMMAD NADEEM TRADING AS EMAN MOBILE CENTER,王利
HK,"MOHAMMAD, RIAZ TRADING AS FRANKI EXCHANGE CO",
HK,MONEY EXCHANGE RMB LIMITED,森林鳥人民幣找換有限公司
HK,MONEYCHANGERS (HK) LIMITED,
HK,MONEYCORP (HONG KONG) LIMITED,
HK,MONEYGRAM PAYMENT SYSTEMS HONG KONG LIMITED,
HK,MONEYMATCH (HONG KONG) LIMITED,
HK,MONEYNETINT LTD,
HK,MONEYTT (HONG KONG) LIMITED TRADING AS MONEYTT,香港特快匯款有限公司 營業名稱 特快匯款
HK,MPAY LIMITED,全貿通支付服務有限公司
HK,MPHK MANAGEMENT COMPANY LIMITED,
HK,MS SERVICES CENTER LIMITED,
HK,MUHAMMAD-SHUAIB TRADING AS FRANKI FOREX INTERNATIONAL,穆光明
HK,MULTI-NATIONAL ELECTRONIC COMMERCE (HONG KONG) COMPANY LIMITED,跨國通電商科技(香港)有限公司
HK,MUSHTAQ AHMED TRADING AS 786 MONEY EXCHANGE,阿文
HK,NEAT LIMITED,
HK,NETEASE GLOBAL PAY COMPANY LIMITED,
HK,NEVI SINTASARI TRADING AS TOKO ANEKA,陳玲玲 營業名稱 成銘店
HK,NEW UNITED MONEY EXCHANGE LIMITED,金聯找換店有限公司
HK,NG KONG NAAT TRADING AS COM PO REMINBI AND FOREIGN EXCHANGE,吳江鈉 營業名稱 金寶人民幣及外幣找換
HK,NG LAY KING TRADING AS HOI GUN MING JEWELLERY COMPANY,黃麗卿 營業名稱 凱冠銘金行
HK,NG MUI YING TRADING AS FU WING CO,吳梅英 營業名稱 富榮公司
HK,NG SIU BEN TRADING AS 3SING CURRENCY EXCHANGE,伍少斌 營業名稱 三昇聯匯
HK,NGAI HING MONEY EXCHANGE CO LIMITED,毅興外幣找換有限公司
HK,NGAN KA YUK TRADING AS LI FUNG CURRENCY EXCHANGE COMPANY,顏家育 營業名稱 利豐人民幣找換公司
HK,NGAU KEE MONEY CHANGER COMPANY LIMITED,牛記找換有限公司
HK,NICE STAR CORPORATION LIMITED,星益有限公司
HK,NIUM LIMITED,
HK,NOVA2PAY LIMITED,諾華支付有限公司
HK,NTT DATA HONG KONG LIMITED,
HK,"OCEANPAYMENT CO., LIMITED",
HK,OFFSHORE (ASIA) LIMITED,歐福通有限公司
HK,ON TAI MONEY EXCHANGE LIMITED,安泰外幣找換有限公司
HK,ONE TECH SOLUTIONS LIMITED,卓越技術方案有限公司
HK,ONEPIP (HONG KONG) LIMITED,壹萬點(香港)有限公司
HK,ONETRANSACT LIMITED,裕龍數據服務有限公司
HK,ONG WEE MING TRADING AS TREASURE LINK MONEY EXCHANGE COMPANY,王偉民 營業名稱 滙寶找換店
HK,OPENRICE PAYMENT LIMITED,
HK,ORIENT EXCHANGE COMPANY (HK) LIMITED,東方兌換(香港)有限公司
HK,ORIENTAL REMITTANCE EXCHANGE LIMITED,東方匯款找換有限公司
HK,ORIENTAL REMITTANCE LIMITED,東方匯款有限公司
HK,OSMANTHUS TECHNOLOGY LIMITED,
HK,OTT PAY HK LIMITED TRADING AS OTT PAY HK,
HK,OVERSEA CHINESE ASIA LIMITED,華僑亞洲有限公司
HK,OZFOREX (HK) LIMITED,
HK,P2H (HONG KONG) PTE LIMITED TRADING AS PAY2HOME,
HK,PACIFIC ACE FOREX H.K. LIMITED,盈菲國際(外匯)有限公司
HK,PACIFIC EXCHANGE COMPANY LIMITED,
HK,PAK YIK HONG KONG LIMITED,佰億香港有限公司 營業名稱 金盛找換店
HK,PALMY LIMITED,明興盛貿易有限公司
HK,PAN-ASIA PAYMENT COMPANY LIMITED,泛亞收付通有限公司
HK,PANCHUAN TECHNOLOGY COMPANY LIMITED TRADING AS PANCHUAN MONEY EXCHANGE,盤川技術有限公司 營業名稱 盤川找換店
HK,PANPAY HONG KONG LIMITED,泛付香港有限公司
HK,"PASING HONG CO., LIMITED",百誠行有限公司 營業名稱 百誠找換店
HK,PAY N PAY COMPANY LIMITED,
HK,PAYDEAL LIMITED,
HK,PAYEASE TECHNOLOGY (HONG KONG) LIMITED,易智付科技 (香港) 有限公司
HK,"PAYGATE HONG KONG CO., LIMITED",
HK,PAYONEER HONG KONG LIMITED,
HK,PAYSSION INTERNATIONAL LIMITED,派付通國際有限公司
HK,PEOPLE&#39;S RECREATION COMMUNITY COMPANY LIMITED,人民公社有限公司
HK,PERFECT PIONEER TRADING LIMITED TRADING AS DAI SHUN EXCHANGE REMIT,永盛貿易有限公司 營業名稱 大順找換匯款
HK,PFCE LIMITED,專業金源有限公司
HK,PHANG TJHUNG PHIN TRADING AS KAMPUNG KITA,黃仲平
HK,PHANTOM INVESTMENT (HK) LIMITED TRADING AS IDR CEPAT,輝騰投資(香港)有限公司
HK,PHIONG JAN LANG TRADING AS WARUNG MAKMUR,房燕玲 營業名稱 富榮
HK,PHOTON DANCE (HONG KONG) LIMITED,光子躍動(香港)有限公司
HK,PI INSIGHTS LIMITED,漸悟分析有限公司
HK,PING PONG GLOBAL HOLDINGS LIMITED,
HK,PINGPONG GLOBAL TECHNOLOGY LIMITED,
HK,PINOY EXPRESS SERVICES LIMITED,
HK,PIPO (HK) LIMITED TRADING AS PIPO,暢匯(香港)有限公司
HK,PMMAX TECHNOLOGY LIMITED,
HK,PNB GLOBAL REMITTANCE AND FINANCIAL COMPANY (HK) LIMITED,
HK,PO YU INTERNATIONAL MONEY EXCHANGE LIMITED,寶譽國際貨幣找換有限公司
HK,PO YUEN CENTURY LIMITED,寶源世紀有限公司
HK,PO YUEN ENTERPRISE DEVELOPMENT LIMITED,寶源企業發展有限公司
HK,POINT LINK TECHNOLOGY GLOBAL LIMITED,鏈點科技全球有限公司
HK,POLAR PAY LIMITED,極支好有限公司
HK,POLY GOAL TRADING LIMITED TRADING AS HONG SHENG EXCHANGE,寶昇貿易有限公司 營業名稱 宏生找換
HK,POLY SUCCESS DEVELOPMENT LIMITED TRADING AS POLY SUCCESS MONEY EXCHANGE,保成發展有限公司 營業名稱 保成找換
HK,POON LAI WAH TRADING AS PO SING TRADING CO,潘麗華 營業名稱 寶聲貿易公司
HK,POON SAI WAH TRADING AS EAST CHANGE,潘世華 營業名稱 東訊找換
HK,POON YU KUEN TRADING AS HENG HING HONG MONEY EXCHANGE,潘裕權 營業名稱 恆興行人民幣找換行
HK,POONSUPHIRUN CHANAPORN TRADING AS ROCK GROUP CO.,樂高公司
HK,PPTRANSFER LIMITED,澎湃支付有限公司
HK,PREPAID GLOBAL HK LIMITED,
HK,PRIMA EXPRESS LIMITED,
HK,PRIME EXCHANGE LIMITED,
HK,PRIZESMART LIMITED,
HK,PROMEX LIMITED,普域商品市場有限公司
HK,PUI SUK MEI TRADING AS TOKO AYU,貝淑美 營業名稱 美佳東南亞食品
HK,PUN CHUN FA TRADING AS TYCO TRADING COMPANY,潘春花 營業名稱 泰科貿易公司
HK,Q SQUARE COMPANY LIMITED,
HK,QIAN YI TONG LIMITED,遷易通有限公司
HK,QUEEN BEE CAPITAL (HK) LIMITED,蜂皇資本香港有限公司
HK,R2D2 HK LIMITED,
HK,RAINBOW PAY LIMITED,彩虹匯有限公司
HK,RCBC INTERNATIONAL FINANCE LTD,
HK,RCPAY LIMITED TRADING AS RCPAY LIMITED,
HK,REAL SHINE FINTECH LIMITED,瑞盛金融科技有限公司
HK,REAP (REMIT) LIMITED,
HK,RED ROCK PAY LIMITED,
HK,REDFIN LIMITED,
HK,RICH POOL HOLDINGS LIMITED,富泉集團有限公司
HK,RICHLY EVER INTERNATIONAL TRADING LIMITED TRADING AS XIN BAO EXCHANGE REMIT,富裕國際貿易有限公司 營業名稱 信保找換匯款
HK,RNJ  CONSULTING AGENT LIMITED,
HK,"ROBLES, AMELIA T. TRADING AS KMC PUSONG PINOY",
HK,ROCK GROUP COMPANY (HK) LIMITED,樂高找換(香港)有限公司
HK,ROYAL FOREX LIMITED TRADING AS ROYAL FOREX LIMITED,
HK,S &#38; S ENTERPRISES CO.,興亞企業公司
HK,"S.K.S. SUKSES EXPRESS CO., LIMITED",
HK,SAI YAU KEE WORLDWIDE COMPANY LIMITED,西遊記環球有限公司
HK,SANG SANG MONEY EXCHANGE LTD,生生外幣找換有限公司
HK,"SANGUYO, ELENA P. TRADING AS MABUHAY TRADING COMPANY",歡迎貿易公司
HK,SANTOS MARITES P TRADING AS TESSIE AT STANLEY,
HK,SECRET RISE ELECTRONIC TECHNOLOGY LIMITED TRADING AS XIN BAO EXCHANGE,鴻升電子科技有限公司 營業名稱 信保找換
HK,SHAE INTERNATIONAL LIMITED,
HK,SHAN ZHI ASIA LIMITED,善枝亞洲有限公司
HK,SHEEN INTERNATIONAL LIMITED,信來國際有限公司
HK,SHEN BINGJUN TRADING AS SHUN FAT RMB EXCHANGE SHOP,沈冰君 營業名稱 順發人民幣找換行
HK,SHENG EN FOREIGN EXCHANGE LIMITED TRADING AS SHENG EN FOREIGN EXCHANGE LIMITED,盛恩外幣兌換有限公司 營業名稱 盛恩外幣兌換有限公司
HK,SHENGYANG EXCHANGE LIMITED,勝陽找換有限公司
HK,SHING FENG MONEY EXCHANGE COMPANY LIMITED,盛豐外幣找換有限公司
HK,SHING KEE MONEY EXCHANGE LIMITED,成記找換有限公司
HK,SHING SHUN CURRENCY EXCHANGE LIMITED,誠信貨幣兌換有限公司
HK,SHING SHUN MONEY EXCHANGE COMPANY LIMITED TRADING AS SHING SHUN MONEY EXCHANGE,誠信兌匯有限公司 營業名稱 誠信兌匯
HK,SHINGSHUN FINANCIAL (HK) LIMITED TRADING AS SHING SHUN FOREIGN CURRENCY EXCHANGE CO.,誠信金融（香港）有限公司 營業名稱 誠信人民幣找換兌匯
HK,"SHK INVESTMENT (HK) CO., LIMITED",世和佳投資(香港)有限公司
HK,SHOPLINE PAYMENTS LIMITED,
HK,SHUN FUNG (HONG KONG) MONEY EXCHANGE LIMITED,順豐(香港)匯兌有限公司
HK,SHUN TAT RMB MONEY EXCHANGE LIMITED,順達人民幣找換有限公司
HK,SHUN TUNG CENTURY LIMITED TRADING AS DONG ZHENG EXCHANGE REMIT,順通世紀有限公司 營業名稱 東正找換匯款
HK,SIGUE GLOBAL SERVICES (HONG KONG) LIMITED,
HK,SILVER EXPRESS INVESTMENT LIMITED TRADING AS SILVER EXPRESS MONEY EXCHANGE,進銀投資有限公司 營業名稱 進銀貨幣兌換店
HK,SINCERE WEALTH INTERNATIONAL COMPANY LIMITED TRADING AS TAI KAM SHING RENMINBI EXCHANGE CO.,富誠行國際有限公司 營業名稱 大金城人民幣找換行
HK,SING FAT R.M.B. MONEY EXCHANGE,昇發人民幣找換行
HK,"SING KING INVESTMENT MANAGEMENT CO., LIMITED",盛景投資管理有限公司
HK,SING YUEN APAC LIMITED TRADING AS RBE,勝源亞太有限公司 營業名稱 彩虹找換店
HK,SINGAPORE EXCHANGE COMPANY LIMITED,
HK,SINGH EXCHANGE LIMITED,
HK,SINGX (HK) CO LIMITED,昇毅香港有限公司
HK,SINO ALLIED (HK) LIMITED,華融(香港)有限公司
HK,SINO WESTERN SILVER LIMITED TRADING AS SINO WESTERN SILVER MONEY TRANSFER,華夏西銀有限公司 營業名稱 華夏西銀匯款
HK,SINOWAY (CHINA) RENMINBI EXCHANGE LIMITED,中國華通人民幣找換有限公司 營業名稱 中國華通人民幣找換
HK,SKY MOON LIMITED TRADING AS CHUNG YING REMINBI EXCHANGE CO.,天月有限公司 營業名稱 中英人民幣找換行
HK,SKYEE HONGKONG COMPANY LIMITED,收款易香港有限公司
HK,SMALL GIRL MONEY EXCHANGE LIMITED,小女孩找換有限公司
HK,SMOOTH ACCESS CORPORATION LIMITED,都順有限公司
HK,SO SIU CHOR TRADING AS C.K.M. REMINBI &#38; FOREIGN EXCHANGE CO.,蘇少初 營業名稱 中港澳人民幣外幣找換行
HK,SO SIU HA TRADING AS BEST FOREX COMPANY,蘇少霞 營業名稱 佳滙找換公司
HK,SO WAI YU TRADING AS KMART TAIWAN,蘇惠茹 營業名稱 台灣柑仔店
HK,SPEED TRADE LIMITED,匯速有限公司
HK,SRIKANDI FOOD COMPANY LIMITED TRADING AS TOKO SRIKANDI,印豪食品有限公司
HK,STARTUPR BOOKS LIMITED TRADING AS CHEQLY,
HK,STATRYS LIMITED,
HK,STERLING PAYMENT SERVICES LIMITED,
HK,SUCCESS MAX TRADING LIMITED,盛裕達貿易有限公司
HK,SUN DA EXCHANGE COMPANY LIMITED,迅達找換匯款有限公司
HK,SUN FUNG FOREIGN EXCHANGE COMPANY LIMITED TRADING AS SAM HING HONG EXCHANGE AND REMITTANCE COMPANY,新豐外幣找換有限公司 營業名稱 三興行找換滙款公司
HK,SUN HING FOREIGN CURRENCY EXCHANGE COMPANY LIMITED,新興外幣找換有限公司
HK,SUN HUNG KAI FOREX LIMITED TRADING AS EBSHK FOREX,新鴻基外匯有限公司 營業名稱 光大新鴻基外匯
HK,"SUNING FINANCIAL SERVICES (HONG KONG) CO., LIMITED",蘇寧金融服務（香港）有限公司
HK,SUNNY GOLDEN CORPORATION LIMITED TRADING AS KAM SHING RENMINBI EXCHANGE CO,金鍠有限公司 營業名稱 金城人民幣找換行
HK,SUNRATE SOLUTIONS LIMITED,
HK,"SUNTONE TECHNOLOGY CO., LIMITED",索圖科技技術有限公司
HK,SURE SUCCESS (CHINA) LIMITED TRADING AS MOST LUCKY MONEY EXCHANGE,保成(中國)有限公司 營業名稱 匯展找換行
HK,SURE WELL SERVICES LIMITED,瑞威服務有限公司
HK,SUROYO RIDA RIANI TRADING AS TOKO SINAR INDO,葉晴
HK,SWIVEL TRADING LIMITED TRADING AS SWIVEL REMITTANCE,盈躍貿易有限公司 營業名稱 盈躍找換店
HK,SZE WAI MING TRADING AS BRILLIANCE FOREX EXCHANGE,施偉明 營業名稱 益豐人民幣及外幣找換店
HK,SZE YEUNG CHING TRADING AS MONEYEXCHANGE,施養正 營業名稱 萬源找換店
HK,T.SILVER MONEY EXCHANGE COMPANY LIMITED,泰銀找換有限公司
HK,TAI ON RMB REMITTANCE COMPANY LIMITED,泰安人民幣滙款有限公司
HK,TAI SHING LEE VICTOR TRADING AS LUCKY REMINBI EXCHANGE FOREIGN CURRENCY CO.,戴勝利 營業名稱 幸運人民幣找換匯款
HK,TAK LEE MONEY CHANGER LIMITED,德利找換有限公司
HK,TAM PUI KI TRADING AS GOLD WAN MONEY EXCHANGE COMPANY,譚佩琪 營業名稱 金運兌換店
HK,"TAM, FUNG YEE TRADING AS SHUN FAT EXCHANGE COMPANY",譚鳯儀 營業名稱 順發找換公司
HK,TAN CHEUNG CHING YOUNG TRADING AS FILMART JJ,陳長青
HK,TANG CHING FAT ALFRED TRADING AS CHINA MAX ASIA PACIFIC CO.,鄧正發 營業名稱 中沛亞太公司
HK,TANG LAI PING TRADING AS LUEN FUNG CURRENCY EXCHANGE CO,鄧麗萍 營業名稱 聯豐人民幣找換行
HK,TARGETWORLD DEVELOPMENT LIMITED,泰和發展有限公司
HK,TBC TRADING LIMITED,
HK,"TCL FINANCE (HONG KONG) CO., LIMITED",
HK,TCM SOLUTIONS LIMITED,
HK,TEAM EXPRESS LIMITED,通滙有限公司
HK,TEEKASATHIAN MONGKOLCHAI TRADING AS THAI FRIEND,泰友營
HK,TELY LIMITED,特里有限公司
HK,THAI GREAT RICH LIMITED,泰富貴有限公司
HK,THE CORE FX LIMITED,核聚外匯有限公司
HK,THE DOLLAR LIMITED,多利事有限公司
HK,THEN FUI LIE TRADING AS SUKSES,鄧蕙莉
HK,TIEN YAT DEVELOPMENT LIMITED,天一發展有限公司 營業名稱 天一兌換
HK,TIN WAH MAN TRADING AS ALMIGHTY GLOBAL COMPANY,田華民
HK,TING KA MAN TRADING AS PO WU FOREIGN EXCHANGE,丁加民 營業名稱 寶湖外幣找換店
HK,TJHANG NAM SONG TRADING AS WARUNG MAKMUR,鄭南嫦 營業名稱 富榮
HK,"TJHIN, WAHYUDI CHANDRA TRADING AS CHANDRA",陳清華
HK,TML REMITTANCE CENTER LIMITED,
HK,TO SHI KWAN TRADING AS CHINA &#38; H.K RENMINBI EXCHANGE CO,杜仕群 營業名稱 中港人民幣找換行
